identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/TimeZone	abcd:PreviousUnit-TimeZone	PreviousUnit-TimeZone	625	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	"The time zone to which the time-of-day data for the specimen's history refer.<br/><br/>Timezone expressed in minutes in accordance with the ""seven property model"" for date/time attributes in XML schema ( http://www.w3.org/TR/2004/WD-xmlschema11-2-20040716/#theSevenPropertyModel). <br/><br/> An integer between -840 and 840 inclusive (+/- 14 hours)."	+570 <br/><br/>-300	UTM + 9 hours 30 minutes (Australia Central Standard) <br/><br/>UTM - 5 hours (Eastern Standard Time)		true		10	1.1.7.1.18.8.1.1.6.2	W3C	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q337	Q337	TimeZone	The time zone to which the time-of-day data for the specimen's history refer.			"The time zone to which the time-of-day data for the specimen's history refer.<br/><br/>Timezone expressed in minutes in accordance with the ""seven property model"" for date/time attributes in XML schema ( http://www.w3.org/TR/2004/WD-xmlschema11-2-20040716/#theSevenPropertyModel)."		W3C	+570 <br/><br/>-300	SpecimenUnit							2005-09-09	2005-09-09							0585	Domain	Specimen	Time zone of specimen's previous collection	true		Berendsohn 10 Apr 2005			TimeZone	The time zone to which the time-of-day data refer	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/ISODateTimeBegin	abcd:PreviousUnit-ISODateTimeBegin	PreviousUnit-ISODateTimeBegin	626	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	The exact date (and time) or beginning of a period during which a previous collection held the specimen, expressed in a modified ISO/ANSI 8601 standard structured date format.	"2005-04-10T17:34:56
2005-04-10T17:34
2005-04-10T17
2005-04-10
2005-04
2005"		The date format looks like this: YYYY-MM-DDTHH:MM:SS with flexible precision.	true		10	1.1.7.1.18.8.1.1.6.3		call for action		https://wiki.bgbm.org/entity/Q338	Q338	ISODateTimeBegin	The beginning of the period during which a previous collection held the specimen, expressed in a modified ISO/ANSI structured format.	The point in time of the beginning of a period expressed in a modified ISO/ANSI structured format.		The exact date (and time) or beginning of a period during which a previous collection held the specimen, expressed in a modified ISO/ANSI 8601 standard structured date format.		ISO/ANSI 8601	10.04.05	SpecimenUnit							2005-09-09	2005-09-09							0586	Domain	Specimen	Previous collection held specimen from (ISO)	false		Berendsohn 10 Apr 2005			ISODateTimeBegin	The exact date (and time) or beginning of a period, expressed in a modified ISO/ANSI 8601 standard structured format	false	true	Property		( pattern=\d\d\d\d(\-(0[1-9]|1[012])(\-((0[1-9])|1\d|2\d|3[01])(T(0\d|1\d|2[0-3])(:[0-5]\d){0,2})?)?)?|\-\-(0[1-9]|1[012])(\-(0[1-9]|1\d|2\d|3[01]))?|\-\-\-(0[1-9]|1\d|2\d|3[01]), )	0	1	0..1	False	False	DateTimeISO	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/DayNumberBegin	abcd:PreviousUnit-DayNumberBegin	PreviousUnit-DayNumberBegin	627	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	The Julian day number (or sequential day) in the year for the exact date or for the beginning day of a period during which a previous collection held the specimen. The year is given in ISO-Date-Time-Begin. <br/><br/>The content range is 1-365 for normal years, 366 for leap years. <br/><br/>Maps to Darwin Core 2: Julian Day.				true		10	1.1.7.1.18.8.1.1.6.4	DwC?	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q339	Q339	DayNumberBegin	The Julian day number in the year for the beginning of the period during which a previous collection held the specimen.	The Julian day number in the year for the beginning of a period.		The Julian day number (or sequential day) in the year for the exact date or for the beginning day of a period during which a previous collection held the specimen. The year is given in ISO-Date-Time-Begin. <br/><br/>The content range is 1-365 for normal years, 366 for leap years. <br/><br/>Maps to Darwin Core 2: Julian Day.		DwC: Julian Day		SpecimenUnit							2005-09-09	2005-09-09							0587	Domain	Specimen	Previous collection held specimen from (Julian day number)	false		Berendsohn 10 Apr 2005			DayNumberBegin	Julian day number in the year for the exact date or for the beginning day of a period	false	true	Property		( fractionDigits=0, )	0	1	0..1	False	False	integer	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/TimeOfDayBegin	abcd:PreviousUnit-TimeOfDayBegin	PreviousUnit-TimeOfDayBegin	628	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	Time of day in decimal hours from midnight local time for an exact point in time or for the beginning of a time period during which the specimen was held by a previous collection. <br/><br/>This field may apply to times of collecting where this is considered important. <br/><br/>Note that times are decimial hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm. <br/><br/>Maps to Darwin Core 2: Time of Day	13.5 <br/><br/>04.25			true		10	1.1.7.1.18.8.1.1.6.5	DwC?	call for action	revise documentation / reference	https://wiki.bgbm.org/entity/Q340	Q340	TimeOfDayBegin	The time of day in hours from midnight local time for the beginning of the period during which the specimen was held by a previous collection.	The time of day in hours from midnight local time for the beginning of a period.		Time of day in decimal hours from midnight local time for an exact point in time or for the beginning of a time period during which the specimen was held by a previous collection. <br/><br/>This field may apply to times of collecting where this is considered important. <br/><br/>Note that times are decimial hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm. <br/><br/>Time can also be expressed in the ISO {{{DateTimeElement}}}. <br/><br/>Maps to Darwin Core 2: Time of Day.		DwC: Time of day	13.5 <br/><br/>04.25	SpecimenUnit							2005-09-09	2005-09-09							0588	Domain	Specimen	Previous collection held specimen from (time of day)	false		Berendsohn 10 Apr 2005		Note that Time can also be expressed in the ISO {{{DateTimeElement}}}. 	TimeOfDayBegin	Time of day in hours from midnight for an exact point in time or for the beginning of a time period. This is also covered by ISODateTimeBegin, except in cases when the date is not known	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	time	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/ISODateTimeEnd	abcd:PreviousUnit-ISODateTimeEnd	PreviousUnit-ISODateTimeEnd	629	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	The end of the period during which the specimen was held by a previous collection, expressed in a modified ISO/ANSI 8601 standard structured date format.	"2005-04-10T17:34:56
2005-04-10T17:34
2005-04-10T17
2005-04-10
2005-04
2005"		The date format looks like this: YYYY-MM-DDTHH:MM:SS with flexible precision.	true		10	1.1.7.1.18.8.1.1.6.6		call for action		https://wiki.bgbm.org/entity/Q341	Q341	ISODateTimeEnd	The end of the period during which the specimen was held by a previous collection, expressed in a modified ISO/ANSI 8601 standard structured date format.	The end of a period expressed in a modified ISO/ANSI 8601 standard structured date format.		The end of the period during which the specimen was held by a previous collection, expressed in a modified ISO/ANSI 8601 standard structured date format.		ISO/ANSI 8601		SpecimenUnit							2005-09-09	2005-09-09							0589	Domain	Specimen	Previous collection held specimen until (ISO)	true		Berendsohn 10 Apr 2005			ISODateTimeEnd	The end of a period expressed in a modified ISO/ANSI 8601 standard structured format	false	true	Property		( pattern=\d\d\d\d(\-(0[1-9]|1[012])(\-((0[1-9])|1\d|2\d|3[01])(T(0\d|1\d|2[0-3])(:[0-5]\d){0,2})?)?)?|\-\-(0[1-9]|1[012])(\-(0[1-9]|1\d|2\d|3[01]))?|\-\-\-(0[1-9]|1\d|2\d|3[01]), )	0	1	0..1	False	False	DateTimeISO	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/DayNumberEnd	abcd:PreviousUnit-DayNumberEnd	PreviousUnit-DayNumberEnd	630	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	The Julian day number (sequential day within the year) of the last day that the specimen was held by a previous collection.<br/><br/>The year is given in ISO {{{DateTimeEnd}}}.<br/><br/>The content range is 1-365 for normal years, 366 for leap years.				true		10	1.1.7.1.18.8.1.1.6.7	link to other concept	call for action	links	https://wiki.bgbm.org/entity/Q342	Q342	DayNumberEnd	The Julian day number for the last day that a previous collection held the specimen.	The Julian day number for the last day of a period.		The Julian day number (sequential day within the year) of the last day that the specimen was held by a previous collection.<br/><br/>The year is given in ISO {{{DateTimeEnd}}}.<br/><br/>The content range is 1-365 for normal years, 366 for leap years.				SpecimenUnit							2005-09-09	2005-09-09							0590	Domain	Specimen	Previous collection held specimen until (Julian day number)	false		Berendsohn 10 Apr 2005			DayNumberEnd	The Julian day number of the last day in a period.	false	true	Property		( fractionDigits=0, )	0	1	0..1	False	False	integer	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/TimeOfDayEnd	abcd:PreviousUnit-TimeOfDayEnd	PreviousUnit-TimeOfDayEnd	631	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	The time of day in decimal hours from midnight local time for the end of the period during which the specimen was held by the previous collection.<br/><br/>Note that times are decimal hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm.	13.5 <br/><br/>04.25			true		10	1.1.7.1.18.8.1.1.6.8		Yes		https://wiki.bgbm.org/entity/Q343	Q343	TimeOfDayEnd	The time of day in hours from midnight for the end of the period during which the specimen was held by the previous collection.	The time of day in hours from midnight for the end of a period.		The time of day in decimal hours from midnight local time for the end of the period during which the specimen was held by the previous collection.<br/><br/>Note that times are decimal hours: 13.5 represents 1:30 pm, not 1:05 pm, nor 1:50 pm.			13.5 <br/><br/>04.25	SpecimenUnit							2005-09-09	2005-09-09							0591	Domain	Specimen	Previous collection held specimen until (time of day)	false		Berendsohn 10 Apr 2005			TimeOfDayEnd	Time of day in hours from midnight for the end of a time period. This is also covered by ISODateTimeEnd, except in cases when the date is not known.	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	time	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date/PeriodExplicit	abcd:PreviousUnit-PeriodExplicit	PreviousUnit-PeriodExplicit	632	PreviousUnit-Date	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Date	This is an indicator for the expliciteness of the period recorded here as the time during which a specimen was held by a previous collection. <br/><br/>This is set to 'true' if the specimen was held during the period indicated. It is set to 'false' if the specimen was held by the collection at some point of time during the period, and is not filled if unknown or if no period is specified.	The specimen was held by the previous collection for exactly the time given as the period. <br/><br/>The specimen was held by the previous collection during the period recorded here. <br/><br/>The exact timing and/or duration of the period that the specimen was held by the previous collection is unknown or no period is specified.			true		10	1.1.7.1.18.8.1.1.6.9	example values vs. documentation, add restrictions	call for action	revise documentation / example / clarify / restriction	https://wiki.bgbm.org/entity/Q344	Q344	PeriodExplicit	This is an indicator for the expliciteness of the period recorded here as the time during which the specimen was held by a previous collection.	This is an indicator for the expliciteness of a period.	This is an indicator for the explicitness of the period recorded here as the time during which the specimen was held by a previous collection	This is an indicator for the expliciteness of the period recorded here as the time during which a specimen was held by a previous collection. <br/><br/>This is set to 'True' if the specimen was held during the period indicated. It is set to false if the specimen was held by the collection at some point of time during the period, and is not filled if unknown or if no period is specified.	This is an indicator for the explicitness of the period recorded here as the time during which a specimen was held by a previous collection. This is set as 'True' if the specimen was held during the period indicated. It is set as false if the specimen was held by the collection at some point of time during the period, and is not filled if unknown or if no period is specified.		The specimen was held by the previous collection for exactly the time given as the period. <br/><br/>The specimen was held by the previous collection during the period recorded here. <br/><br/>The exact timing and/or duration of the period that the specimen was held by the previous collection is unknown or no period is specified.	SpecimenUnit							2005-09-09	2005-09-09							0592	Domain	Specimen	Period specimen held by previous collection is explicit	false		Berendsohn 10 Apr 2005			PeriodExplicit	Set to True if the event takes place for the period indicated, set to false if it occurs at some point of time during the period, not filled if unknown or no period specified.	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	boolean	false
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Comment	abcd:PreviousUnit-Comment	PreviousUnit-Comment	633	PreviousUnit	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit	Any further information about this specimen in its previous collection.				true	PreviousUnit-Comment-@language	9	1.1.7.1.18.8.1.1.7		Yes		https://wiki.bgbm.org/entity/Q347	Q347	Notes	Any further information about this specimen in its previous collection.	Supplementary remarks about a concept.		Any further information about this specimen in its previous collection.				SpecimenUnit							2005-09-09	2005-09-09							0593	Domain	Specimen	Comments about specimen in previous collection	true					Comment	Any further information about this specimen in its previous collection.	false	true	Property			0	1	0..1	False	False	StringL	true
/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Comment/@language	abcd:PreviousUnit-Comment-@language	PreviousUnit-Comment-@language	634	PreviousUnit-Comment	/DataSets/DataSet/Units/Unit/SpecimenUnit/History/PreviousUnits/PreviousUnit/Comment	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		10	1.1.7.1.18.8.1.1.7.1				https://wiki.bgbm.org/entity/Q626	Q626		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	SpecimenUnit							2005-09-09	2005-09-09							0595	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
